"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1972-10","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","541472","","","","0"
"1972-10","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","113960","","","","0"
"1972-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","805317","","","","0"
"1972-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","651182","","","","0"
"1972-10","Quebec","2016A000224","Persons","249","units","0","v11","6","6182065","","","","0"
"1972-10","Ontario","2016A000235","Persons","249","units","0","v12","7","7992037","","","","0"
"1972-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1001682","","","","0"
"1972-10","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","916659","","","","0"
"1972-10","Alberta","2016A000248","Persons","249","units","0","v15","10","1705519","","","","0"
"1972-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","2318552","","","","0"
"1972-10","Yukon","2016A000260","Persons","249","units","0","v4","12","20570","","","","0"
"1972-10","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","39484","","","t","0"
"1973-01","Canada","2016A000011124","Persons","249","units","0","v1","1","22347459","","","","0"
"1973-01","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","542983","","","","0"
"1973-01","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","114276","","","","0"
"1973-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","808614","","","","0"
"1973-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","652497","","","","0"
"1973-01","Quebec","2016A000224","Persons","249","units","0","v11","6","6189678","","","","0"
"1973-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8013391","","","","0"
"1973-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1002589","","","","0"
"1973-01","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","913591","","","","0"
"1973-01","Alberta","2016A000248","Persons","249","units","0","v15","10","1710866","","","","0"
"1973-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","2338148","","","","0"
"1973-01","Yukon","2016A000260","Persons","249","units","0","v4","12","20813","","","","0"
"1973-01","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","40013","","","t","0"
"1973-04","Canada","2016A000011124","Persons","249","units","0","v1","1","22405392","","","","0"
"1973-04","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","544026","","","","0"
"1973-04","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","114437","","","","0"
"1973-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","809697","","","","0"
"1973-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","655725","","","","0"
"1973-04","Quebec","2016A000224","Persons","249","units","0","v11","6","6199080","","","","0"
"1973-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8035129","","","","0"
"1973-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1005005","","","","0"
"1973-04","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","912191","","","","0"
"1973-04","Alberta","2016A000248","Persons","249","units","0","v15","10","1717910","","","","0"
"1973-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","2350837","","","","0"
"1973-04","Yukon","2016A000260","Persons","249","units","0","v4","12","20968","","","","0"
"1973-04","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","40387","","","t","0"
"1973-07","Canada","2016A000011124","Persons","249","units","0","v1","1","22491777","","","","0"
"1973-07","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","545561","","","","0"
"1973-07","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","114620","","","","0"
"1973-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","812386","","","","0"
"1973-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","656720","","","","0"
"1973-07","Quebec","2016A000224","Persons","249","units","0","v11","6","6213149","","","","0"
"1973-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8075547","","","","0"
"1973-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1007358","","","","0"
"1973-07","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","911937","","","","0"
"1973-07","Alberta","2016A000248","Persons","249","units","0","v15","10","1725327","","","","0"
"1973-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","2367271","","","","0"
"1973-07","Yukon","2016A000260","Persons","249","units","0","v4","12","21148","","","","0"
"1973-07","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","40753","","","t","0"
"1973-10","Canada","2016A000011124","Persons","249","units","0","v1","1","22570338","","","","0"
"1973-10","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","546717","","","","0"
"1973-10","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","114944","","","","0"
"1973-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","814351","","","","0"
"1973-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","658693","","","","0"
"1973-10","Quebec","2016A000224","Persons","249","units","0","v11","6","6227045","","","","0"
"1973-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8107108","","","","0"
"1973-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1008908","","","","0"
"1973-10","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","908856","","","","0"
"1973-10","Alberta","2016A000248","Persons","249","units","0","v15","10","1735396","","","","0"
"1973-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","2386932","","","","0"
"1973-10","Yukon","2016A000260","Persons","249","units","0","v4","12","20874","","","","0"
"1973-10","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","40514","","","t","0"
"1974-01","Canada","2016A000011124","Persons","249","units","0","v1","1","22649538","","","","0"
"1974-01","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","547107","","","","0"
"1974-01","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","115189","","","","0"
"1974-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","816353","","","","0"
"1974-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","661016","","","","0"
"1974-01","Quebec","2016A000224","Persons","249","units","0","v11","6","6238468","","","","0"
"1974-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8139808","","","","0"
"1974-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1012378","","","","0"
"1974-01","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","907546","","","","0"
"1974-01","Alberta","2016A000248","Persons","249","units","0","v15","10","1739942","","","","0"
"1974-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","2409913","","","","0"
"1974-01","Yukon","2016A000260","Persons","249","units","0","v4","12","20973","","","","0"
"1974-01","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","40845","","","t","0"
"1974-04","Canada","2016A000011124","Persons","249","units","0","v1","1","22723274","","","","0"
"1974-04","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","547385","","","","0"
"1974-04","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","115566","","","","0"
"1974-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","816688","","","","0"
"1974-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","662560","","","","0"
"1974-04","Quebec","2016A000224","Persons","249","units","0","v11","6","6251741","","","","0"
"1974-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8172562","","","","0"
"1974-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1015368","","","","0"
"1974-04","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","907748","","","","0"
"1974-04","Alberta","2016A000248","Persons","249","units","0","v15","10","1746975","","","","0"
"1974-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","2424995","","","","0"
"1974-04","Yukon","2016A000260","Persons","249","units","0","v4","12","20895","","","","0"
"1974-04","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","40791","","","t","0"
"1974-07","Canada","2016A000011124","Persons","249","units","0","v1","1","22807969","","","","0"
"1974-07","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","549604","","","","0"
"1974-07","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","115962","","","","0"
"1974-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","818751","","","","0"
"1974-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","664744","","","","0"
"1974-07","Quebec","2016A000224","Persons","249","units","0","v11","6","6268571","","","","0"
"1974-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8204275","","","","0"
"1974-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1018206","","","","0"
"1974-07","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","908457","","","","0"
"1974-07","Alberta","2016A000248","Persons","249","units","0","v15","10","1754621","","","","0"
"1974-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","2442578","","","","0"
"1974-07","Yukon","2016A000260","Persons","249","units","0","v4","12","21069","","","","0"
"1974-07","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","41131","","","t","0"
"1974-10","Canada","2016A000011124","Persons","249","units","0","v1","1","22907390","","","","0"
"1974-10","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","551508","","","","0"
"1974-10","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","116401","","","","0"
"1974-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","821251","","","","0"
"1974-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","669506","","","","0"
"1974-10","Quebec","2016A000224","Persons","249","units","0","v11","6","6286708","","","","0"
"1974-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8240114","","","","0"
"1974-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1018954","","","","0"
"1974-10","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","908714","","","","0"
"1974-10","Alberta","2016A000248","Persons","249","units","0","v15","10","1769880","","","","0"
"1974-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","2461396","","","","0"
"1974-10","Yukon","2016A000260","Persons","249","units","0","v4","12","21335","","","","0"
"1974-10","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","41623","","","t","0"
"1975-01","Canada","2016A000011124","Persons","249","units","0","v1","1","22979190","","","","0"
"1975-01","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","552812","","","","0"
"1975-01","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","117031","","","","0"
"1975-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","823084","","","","0"
"1975-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","671135","","","","0"
"1975-01","Quebec","2016A000224","Persons","249","units","0","v11","6","6299783","","","","0"
"1975-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8260161","","","","0"
"1975-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1019529","","","","0"
"1975-01","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","910276","","","","0"
"1975-01","Alberta","2016A000248","Persons","249","units","0","v15","10","1782575","","","","0"
"1975-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","2479085","","","","0"
"1975-01","Yukon","2016A000260","Persons","249","units","0","v4","12","21580","","","","0"
"1975-01","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","42139","","","t","0"
"1975-04","Canada","2016A000011124","Persons","249","units","0","v1","1","23048990","","","","0"
"1975-04","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","554166","","","","0"
"1975-04","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","117316","","","","0"
"1975-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","824791","","","","0"
"1975-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","673918","","","","0"
"1975-04","Quebec","2016A000224","Persons","249","units","0","v11","6","6310999","","","","0"
"1975-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8284503","","","","0"
"1975-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1021824","","","","0"
"1975-04","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","913118","","","","0"
"1975-04","Alberta","2016A000248","Persons","249","units","0","v15","10","1795097","","","","0"
"1975-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","2489116","","","","0"
"1975-04","Yukon","2016A000260","Persons","249","units","0","v4","12","21692","","","","0"
"1975-04","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","42450","","","t","0"
"1975-07","Canada","2016A000011124","Persons","249","units","0","v1","1","23143275","","","","0"
"1975-07","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","556496","","","","0"
"1975-07","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","117724","","","","0"
"1975-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","826549","","","","0"
"1975-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","677008","","","","0"
"1975-07","Quebec","2016A000224","Persons","249","units","0","v11","6","6330303","","","","0"
"1975-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8319795","","","","0"
"1975-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1024975","","","","0"
"1975-07","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","917415","","","","0"
"1975-07","Alberta","2016A000248","Persons","249","units","0","v15","10","1808689","","","","0"
"1975-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","2499564","","","","0"
"1975-07","Yukon","2016A000260","Persons","249","units","0","v4","12","21908","","","","0"
"1975-07","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","42849","","","t","0"
"1975-10","Canada","2016A000011124","Persons","249","units","0","v1","1","23240585","","","","0"
"1975-10","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","558900","","","","0"
"1975-10","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","118009","","","","0"
"1975-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","830351","","","","0"
"1975-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","682086","","","","0"
"1975-10","Quebec","2016A000224","Persons","249","units","0","v11","6","6348244","","","","0"
"1975-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8352911","","","","0"
"1975-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1026093","","","","0"
"1975-10","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","922468","","","","0"
"1975-10","Alberta","2016A000248","Persons","249","units","0","v15","10","1825051","","","","0"
"1975-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","2510751","","","","0"
"1975-10","Yukon","2016A000260","Persons","249","units","0","v4","12","22214","","","","0"
"1975-10","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","43507","","","t","0"
"1976-01","Canada","2016A000011124","Persons","249","units","0","v1","1","23304197","","","","0"
"1976-01","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","560024","","","","0"
"1976-01","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","118264","","","","0"
"1976-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","832765","","","","0"
"1976-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","685155","","","","0"
"1976-01","Quebec","2016A000224","Persons","249","units","0","v11","6","6362125","","","","0"
"1976-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8366498","","","","0"
"1976-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1028134","","","","0"
"1976-01","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","925570","","","","0"
"1976-01","Alberta","2016A000248","Persons","249","units","0","v15","10","1839191","","","","0"
"1976-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","2520425","","","","0"
"1976-01","Yukon","2016A000260","Persons","249","units","0","v4","12","22259","","","","0"
"1976-01","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","43787","","","t","0"
"1976-04","Canada","2016A000011124","Persons","249","units","0","v1","1","23369845","","","","0"
"1976-04","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","560856","","","","0"
"1976-04","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","118298","","","","0"
"1976-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","833741","","","","0"
"1976-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","687521","","","","0"
"1976-04","Quebec","2016A000224","Persons","249","units","0","v11","6","6377976","","","","0"
"1976-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8387985","","","","0"
"1976-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1030093","","","","0"
"1976-04","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","928697","","","","0"
"1976-04","Alberta","2016A000248","Persons","249","units","0","v15","10","1852651","","","","0"
"1976-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","2525812","","","","0"
"1976-04","Yukon","2016A000260","Persons","249","units","0","v4","12","22263","","","","0"
"1976-04","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","43952","","","t","0"
"1976-07","Canada","2016A000011124","Persons","249","units","0","v1","1","23449808","","","","0"
"1976-07","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","562639","","","","0"
"1976-07","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","118648","","","","0"
"1976-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","835166","","","","0"
"1976-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","689494","","","","0"
"1976-07","Quebec","2016A000224","Persons","249","units","0","v11","6","6396761","","","","0"
"1976-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8413779","","","","0"
"1976-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1031758","","","","0"
"1976-07","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","931612","","","","0"
"1976-07","Alberta","2016A000248","Persons","249","units","0","v15","10","1869287","","","","0"
"1976-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","2533899","","","","0"
"1976-07","Yukon","2016A000260","Persons","249","units","0","v4","12","22441","","","","0"
"1976-07","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","44324","","","t","0"
"1976-10","Canada","2016A000011124","Persons","249","units","0","v1","1","23533565","","","","0"
"1976-10","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","563591","","","","0"
"1976-10","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","118925","","","","0"
"1976-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","837578","","","","0"
"1976-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","690936","","","","0"
"1976-10","Quebec","2016A000224","Persons","249","units","0","v11","6","6404158","","","","0"
"1976-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8438765","","","","0"
"1976-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1033171","","","","0"
"1976-10","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","936235","","","","0"
"1976-10","Alberta","2016A000248","Persons","249","units","0","v15","10","1896466","","","","0"
"1976-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","2546813","","","","0"
"1976-10","Yukon","2016A000260","Persons","249","units","0","v4","12","22509","","","","0"
"1976-10","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","44418","","","t","0"
"1977-01","Canada","2016A000011124","Persons","249","units","0","v1","1","23591713","","","","0"
"1977-01","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","563387","","","","0"
"1977-01","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","119121","","","","0"
"1977-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","838385","","","","0"
"1977-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","691810","","","","0"
"1977-01","Quebec","2016A000224","Persons","249","units","0","v11","6","6412575","","","","0"
"1977-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8458617","","","","0"
"1977-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1034113","","","","0"
"1977-01","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","938455","","","","0"
"1977-01","Alberta","2016A000248","Persons","249","units","0","v15","10","1914570","","","","0"
"1977-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","2554051","","","","0"
"1977-01","Yukon","2016A000260","Persons","249","units","0","v4","12","22262","","","","0"
"1977-01","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","44367","","","t","0"
"1977-04","Canada","2016A000011124","Persons","249","units","0","v1","1","23656739","","","","0"
"1977-04","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","564217","","","","0"
"1977-04","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","119297","","","","0"
"1977-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","839315","","","","0"
"1977-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","693580","","","","0"
"1977-04","Quebec","2016A000224","Persons","249","units","0","v11","6","6423152","","","","0"
"1977-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8481322","","","","0"
"1977-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1035920","","","","0"
"1977-04","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","941297","","","","0"
"1977-04","Alberta","2016A000248","Persons","249","units","0","v15","10","1931214","","","","0"
"1977-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","2560711","","","","0"
"1977-04","Yukon","2016A000260","Persons","249","units","0","v4","12","22308","","","","0"
"1977-04","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","44406","","","t","0"
"1977-07","Canada","2016A000011124","Persons","249","units","0","v1","1","23725843","","","","0"
"1977-07","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","565348","","","","0"
"1977-07","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","119902","","","","0"
"1977-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","840028","","","","0"
"1977-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","695843","","","","0"
"1977-07","Quebec","2016A000224","Persons","249","units","0","v11","6","6433133","","","","0"
"1977-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8504080","","","","0"
"1977-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1037369","","","","0"
"1977-07","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","944621","","","","0"
"1977-07","Alberta","2016A000248","Persons","249","units","0","v15","10","1948263","","","","0"
"1977-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","2570315","","","","0"
"1977-07","Yukon","2016A000260","Persons","249","units","0","v4","12","22462","","","","0"
"1977-07","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","44479","","","t","0"
"1977-10","Canada","2016A000011124","Persons","249","units","0","v1","1","23801445","","","","0"
"1977-10","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","566116","","","","0"
"1977-10","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","120459","","","","0"
"1977-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","842051","","","","0"
"1977-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","696378","","","","0"
"1977-10","Quebec","2016A000224","Persons","249","units","0","v11","6","6431509","","","","0"
"1977-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8530102","","","","0"
"1977-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1038470","","","","0"
"1977-10","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","947400","","","","0"
"1977-10","Alberta","2016A000248","Persons","249","units","0","v15","10","1974721","","","","0"
"1977-10","British Columbia","2016A000259","Persons","249","units","0","v3","11","2586668","","","","0"
"1977-10","Yukon","2016A000260","Persons","249","units","0","v4","12","22747","","","","0"
"1977-10","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","44824","","","t","0"
"1978-01","Canada","2016A000011124","Persons","249","units","0","v1","1","23849503","","","","0"
"1978-01","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","565981","","","","0"
"1978-01","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","120764","","","","0"
"1978-01","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","842961","","","","0"
"1978-01","New Brunswick","2016A000213","Persons","249","units","0","v10","5","696872","","","","0"
"1978-01","Quebec","2016A000224","Persons","249","units","0","v11","6","6432019","","","","0"
"1978-01","Ontario","2016A000235","Persons","249","units","0","v12","7","8548453","","","","0"
"1978-01","Manitoba","2016A000246","Persons","249","units","0","v13","8","1038859","","","","0"
"1978-01","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","948753","","","","0"
"1978-01","Alberta","2016A000248","Persons","249","units","0","v15","10","1991454","","","","0"
"1978-01","British Columbia","2016A000259","Persons","249","units","0","v3","11","2595858","","","","0"
"1978-01","Yukon","2016A000260","Persons","249","units","0","v4","12","22668","","","","0"
"1978-01","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","44861","","","t","0"
"1978-04","Canada","2016A000011124","Persons","249","units","0","v1","1","23903687","","","","0"
"1978-04","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","566671","","","","0"
"1978-04","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","121014","","","","0"
"1978-04","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","843663","","","","0"
"1978-04","New Brunswick","2016A000213","Persons","249","units","0","v10","5","697851","","","","0"
"1978-04","Quebec","2016A000224","Persons","249","units","0","v11","6","6436705","","","","0"
"1978-04","Ontario","2016A000235","Persons","249","units","0","v12","7","8569298","","","","0"
"1978-04","Manitoba","2016A000246","Persons","249","units","0","v13","8","1040028","","","","0"
"1978-04","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","950365","","","","0"
"1978-04","Alberta","2016A000248","Persons","249","units","0","v15","10","2006745","","","","0"
"1978-04","British Columbia","2016A000259","Persons","249","units","0","v3","11","2603502","","","","0"
"1978-04","Yukon","2016A000260","Persons","249","units","0","v4","12","22834","","","","0"
"1978-04","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","45011","","","t","0"
"1978-07","Canada","2016A000011124","Persons","249","units","0","v1","1","23963203","","","","0"
"1978-07","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","567639","","","","0"
"1978-07","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","121684","","","","0"
"1978-07","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","844628","","","","0"
"1978-07","New Brunswick","2016A000213","Persons","249","units","0","v10","5","699514","","","","0"
"1978-07","Quebec","2016A000224","Persons","249","units","0","v11","6","6440459","","","","0"
"1978-07","Ontario","2016A000235","Persons","249","units","0","v12","7","8590144","","","","0"
"1978-07","Manitoba","2016A000246","Persons","249","units","0","v13","8","1040881","","","","0"
"1978-07","Saskatchewan","2016A000247","Persons","249","units","0","v14","9","952430","","","","0"
"1978-07","Alberta","2016A000248","Persons","249","units","0","v15","10","2022241","","","","0"
"1978-07","British Columbia","2016A000259","Persons","249","units","0","v3","11","2615162","","","","0"
"1978-07","Yukon","2016A000260","Persons","249","units","0","v4","12","23157","","","","0"
"1978-07","Northwest Territories including Nunavut","","Persons","249","units","0","v5","13","45264","","","t","0"
"1978-10","Canada","2016A000011124","Persons","249","units","0","v1","1","24025447","","","","0"
"1978-10","Newfoundland and Labrador","2016A000210","Persons","249","units","0","v2","2","568417","","","","0"
"1978-10","Prince Edward Island","2016A000211","Persons","249","units","0","v8","3","121952","","","","0"
"1978-10","Nova Scotia","2016A000212","Persons","249","units","0","v9","4","846612","","","","0"
"1978-10","New Brunswick","2016A000213","Persons","249","units","0","v10","5","699937","","","","0"
"1978-10","Quebec","2016A000224","Persons","249","units","0","v11","6","6442774","","","","0"
"1978-10","Ontario","2016A000235","Persons","249","units","0","v12","7","8604263","","","","0"
"1978-10","Manitoba","2016A000246","Persons","249","units","0","v13","8","1038528","","","","0"
